-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2022 in LST
Location: latitude  54.691   longitude 25.2823 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 152.46 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN               MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M
2021,10,8,2.81,3.22,0.6,6.22,0.14,0.35,4.62,0.73,2.68,3.97,3.96,78.43,0.0,101.98,2.54,3.26,1.48,1.78,145.0
2021,10,9,3.15,3.16,0.69,6.05,0.15,0.39,5.85,0.92,3.39,3.83,4.02,72.48,0.0,101.87,1.55,2.59,0.86,1.73,123.0
2021,10,10,3.08,3.1,0.68,6.12,0.14,0.37,4.96,1.93,3.45,3.67,4.34,82.1,0.0,101.42,2.1,2.78,1.4,1.38,182.2
2021,10,11,1.98,2.97,0.45,6.51,0.11,0.27,4.15,0.54,2.35,3.92,3.98,80.12,0.0,100.29,3.13,4.66,2.36,2.3,186.6
2021,10,12,1.81,2.68,0.42,6.83,0.09,0.22,4.52,3.5,4.01,4.37,4.98,92.38,0.62,99.22,2.56,3.31,2.08,1.23,221.5
2021,10,13,1.99,2.78,0.46,6.93,0.11,0.23,4.96,4.05,4.51,4.97,5.13,93.73,0.44,99.47,2.36,3.58,1.63,1.95,243.0
2021,10,14,1.69,2.79,0.4,7.36,0.1,0.2,5.16,3.31,4.23,5.24,4.84,88.94,0.39,99.9,2.68,3.37,1.71,1.66,253.3
2021,10,15,0.65,2.16,0.16,7.82,0.04,0.1,7.83,7.09,7.46,7.65,6.4,95.1,4.04,99.22,5.51,6.83,3.48,3.35,214.2
2021,10,16,1.97,2.69,0.49,7.23,0.1,0.23,8.35,5.76,7.06,8.26,5.8,84.92,0.92,99.44,4.51,6.12,3.37,2.75,258.1
2021,10,17,1.11,2.31,0.28,7.67,0.07,0.16,6.41,5.52,5.97,6.35,5.67,94.01,1.35,99.64,4.48,5.32,3.8,1.52,247.8
2021,10,18,2.29,2.62,0.59,6.54,0.11,0.24,5.35,3.19,4.27,5.18,4.83,87.11,0.73,99.96,3.45,4.92,2.31,2.61,295.9
2021,10,19,2.34,2.66,0.61,6.37,0.11,0.25,3.17,0.63,1.9,3.14,3.97,83.18,0.05,100.48,2.34,4.24,1.3,2.94,252.7
2021,10,20,0.36,1.8,0.09,7.88,0.02,0.06,8.17,7.14,7.65,7.93,6.55,93.18,4.46,98.97,5.85,6.68,4.29,2.39,204.3
2021,10,21,0.47,1.88,0.13,8.18,0.03,0.08,11.54,9.83,10.69,11.17,7.77,89.11,4.86,97.68,6.72,9.59,5.35,4.24,223.1
2021,10,22,0.85,2.23,0.23,7.7,0.05,0.11,7.08,4.61,5.85,6.83,5.41,84.35,3.08,98.03,8.09,8.91,7.09,1.82,239.6
2021,10,23,1.24,2.2,0.35,7.26,0.07,0.13,5.11,4.06,4.58,5.0,5.15,92.98,1.46,99.06,5.47,6.94,3.94,3.0,265.0
2021,10,24,1.63,2.27,0.47,6.36,0.08,0.17,2.61,1.21,1.91,2.37,4.13,90.5,0.21,100.87,3.28,4.27,1.47,2.8,294.3
2021,10,25,2.26,2.3,0.67,5.85,0.1,0.25,2.49,0.83,1.66,2.32,4.02,88.14,0.02,100.83,4.11,6.03,2.76,3.27,198.4
2021,10,26,1.59,2.05,0.48,6.42,0.08,0.22,3.14,1.61,2.38,3.0,4.3,90.05,0.15,100.0,3.73,4.33,3.18,1.15,204.8
2021,10,27,0.64,1.87,0.2,7.77,0.04,0.1,7.72,7.17,7.44,7.53,6.35,96.22,2.56,99.92,4.82,6.39,3.75,2.64,245.6
2021,10,28,0.62,1.63,0.19,7.9,0.04,0.12,10.88,10.42,10.65,10.58,7.87,96.74,2.13,100.21,4.09,6.09,2.42,3.67,267.2
2021,10,29,1.78,1.96,0.57,6.72,0.08,0.21,7.28,6.71,7.0,7.12,6.1,95.91,0.13,100.42,3.91,5.28,2.47,2.81,182.7
2021,10,30,1.92,1.93,0.63,6.37,0.09,0.19,6.67,5.81,6.24,6.5,5.75,94.07,0.14,100.19,4.48,5.46,3.81,1.65,173.4
2021,10,31,1.85,1.85,0.62,6.43,0.08,0.16,6.69,5.54,6.11,6.52,5.67,92.33,0.04,99.92,4.49,5.35,3.31,2.04,175.4
2021,11,1,1.86,1.87,0.63,6.16,0.08,0.16,4.88,3.38,4.13,4.76,4.88,90.6,0.04,99.55,4.93,6.49,3.71,2.78,154.2
2021,11,2,0.51,1.55,0.18,7.23,0.03,0.05,4.4,3.67,4.04,4.43,5.01,94.84,2.7,99.05,4.96,5.93,3.85,2.08,130.7
2021,11,3,0.28,1.39,0.1,7.53,0.02,0.04,5.19,4.83,5.01,5.07,5.45,97.33,9.06,98.75,3.24,4.53,2.02,2.51,191.1
2021,11,4,0.88,1.58,0.32,7.18,0.05,0.09,6.55,5.68,6.12,6.45,5.78,94.13,1.32,99.22,4.71,6.66,2.09,4.57,141.7
2021,11,5,0.46,1.48,0.17,7.56,0.03,0.04,7.41,5.77,6.59,7.19,5.81,89.6,0.77,99.06,6.64,8.76,4.89,3.87,216.6
2021,11,6,0.36,1.27,0.14,7.72,0.02,0.03,6.48,5.91,6.19,6.3,5.83,96.06,3.21,99.63,6.4,7.81,4.12,3.69,247.0
2021,11,7,0.37,1.37,0.14,7.61,0.03,0.05,5.92,5.0,5.46,5.77,5.5,93.75,5.54,99.06,5.8,6.82,4.88,1.94,220.2
2021,11,8,0.71,1.45,0.28,7.02,0.04,0.06,4.09,2.89,3.49,3.85,4.78,92.06,1.98,99.1,5.4,7.31,2.85,4.46,279.5
2021,11,9,1.36,1.68,0.55,5.8,0.06,0.08,-1.61,-4.15,-2.88,-1.88,2.77,84.23,0.03,101.04,2.24,3.49,0.62,2.87,321.6
2021,11,10,0.61,1.35,0.25,6.66,0.03,0.05,0.21,-0.96,-0.38,0.08,3.55,92.15,0.88,101.04,4.51,5.4,3.65,1.75,198.8
2021,11,11,0.55,1.24,0.23,6.82,0.03,0.05,1.51,1.11,1.31,1.58,4.12,97.16,0.56,100.2,3.1,4.38,2.06,2.32,217.5
2021,11,12,1.11,1.39,0.48,6.76,0.05,0.08,4.84,4.41,4.63,4.55,5.23,96.2,0.52,100.0,4.1,5.23,1.61,3.62,279.8
2021,11,13,0.51,1.25,0.22,6.96,0.03,0.04,2.44,1.76,2.1,2.56,4.3,95.09,0.38,100.53,2.78,4.08,1.05,3.03,144.8
2021,11,14,0.29,1.0,0.13,7.12,0.02,0.03,2.49,1.9,2.2,2.53,4.33,95.78,0.26,100.81,2.95,3.83,2.37,1.46,84.9
2021,11,15,0.51,1.4,0.24,6.39,0.03,0.05,-0.45,-1.42,-0.93,-0.41,3.38,93.83,0.2,101.66,2.72,3.41,1.94,1.47,100.8
2021,11,16,0.4,1.06,0.19,6.63,0.02,0.03,0.49,-0.03,0.23,0.37,3.77,96.55,0.47,101.15,3.21,3.9,2.45,1.45,176.3
2021,11,17,0.36,1.06,0.17,6.96,0.02,0.03,0.81,0.29,0.55,0.76,3.88,96.18,0.53,100.18,3.65,4.39,2.78,1.61,181.6
2021,11,18,0.59,1.08,0.29,7.1,0.03,0.04,3.22,2.72,2.97,3.07,4.67,96.44,2.31,99.49,5.18,6.19,4.5,1.69,239.1
2021,11,19,0.44,1.12,0.22,7.5,0.03,0.03,6.27,5.9,6.09,6.02,5.95,97.44,9.06,98.6,4.71,8.99,2.28,6.71,264.5
2021,11,20,1.02,1.2,0.52,7.01,0.05,0.06,6.49,4.11,5.3,6.11,5.23,85.19,4.41,98.52,6.73,9.39,2.32,7.07,291.7
2021,11,21,0.39,0.96,0.2,7.48,0.02,0.03,5.77,5.11,5.43,5.5,5.61,95.45,6.5,98.2,5.75,8.36,3.21,5.15,270.5
2021,11,22,1.18,1.23,0.62,5.55,0.05,0.05,-1.38,-3.77,-2.58,-2.04,2.95,84.97,0.29,99.76,2.1,3.13,0.9,2.23,9.9
2021,11,23,0.4,1.04,0.21,6.64,0.02,0.02,-1.29,-2.12,-1.7,-1.34,3.31,94.52,2.38,99.79,3.07,4.07,2.29,1.78,235.6
2021,11,24,0.34,0.98,0.19,6.58,0.02,0.02,1.01,0.86,0.94,0.8,4.09,98.73,0.59,99.79,4.13,5.48,2.98,2.5,243.5
2021,11,25,0.26,0.99,0.14,6.64,0.02,0.02,1.94,1.69,1.82,1.69,4.36,98.23,0.79,99.17,4.26,4.7,3.67,1.03,212.6
2021,11,26,0.46,0.92,0.26,6.62,0.02,0.03,-0.04,-0.81,-0.43,-0.28,3.65,94.85,2.16,98.21,3.91,5.4,1.85,3.55,209.6
2021,11,27,0.21,0.95,0.12,6.95,0.01,0.02,-0.49,-0.92,-0.7,-0.69,3.66,97.37,9.01,97.4,2.91,4.17,0.49,3.68,50.8
2021,11,28,0.42,0.96,0.25,6.66,0.03,0.03,-1.69,-2.19,-1.94,-2.05,3.3,97.5,0.58,98.08,3.23,4.2,1.47,2.73,179.3
2021,11,29,0.15,0.85,0.09,6.6,0.01,0.01,-1.16,-1.61,-1.39,-1.3,3.49,97.54,11.74,97.06,4.09,6.2,2.72,3.48,26.8
2021,11,30,0.45,0.99,0.27,6.29,0.02,0.02,-3.55,-4.19,-3.87,-3.97,2.87,97.6,2.26,97.03,5.49,8.85,0.56,8.29,284.5
2021,12,1,0.63,1.02,0.39,5.78,0.03,0.02,-7.38,-7.88,-7.63,-8.1,2.12,99.5,0.35,97.7,3.33,4.51,2.19,2.32,262.3
2021,12,2,0.28,0.82,0.18,7.08,0.02,0.02,-0.49,-1.08,-0.78,-0.82,3.65,96.25,6.45,96.95,6.6,8.35,4.96,3.39,212.1
2021,12,3,0.69,0.89,0.44,6.52,0.03,0.03,-2.22,-2.83,-2.53,-2.6,3.17,97.06,0.93,97.97,5.74,8.44,3.07,5.37,247.2
2021,12,4,0.42,0.81,0.27,6.57,0.02,0.02,-4.81,-5.4,-5.1,-5.27,2.56,98.7,1.34,98.64,3.14,4.13,2.39,1.74,208.0
2021,12,5,0.27,0.82,0.18,6.32,0.02,0.02,-7.01,-7.57,-7.29,-8.0,2.12,99.08,0.31,99.05,2.07,3.35,0.89,2.46,102.1
2021,12,6,0.36,0.85,0.24,6.13,0.02,0.02,-9.46,-10.26,-9.86,-9.68,1.69,97.9,0.69,99.43,2.89,3.45,2.32,1.13,41.0
2021,12,7,0.32,0.96,0.21,6.17,0.02,0.02,-14.68,-15.22,-14.95,-15.06,1.06,98.78,0.17,99.74,2.17,2.54,1.6,0.94,19.9
2021,12,8,0.92,0.96,0.63,5.53,0.04,0.03,-18.94,-19.18,-19.06,-19.62,0.71,98.58,0.05,100.12,3.57,4.41,2.29,2.12,85.5
2021,12,9,0.39,0.83,0.27,6.29,0.02,0.02,-14.89,-15.39,-15.14,-14.96,1.1,98.47,0.29,99.89,4.84,5.18,4.28,0.9,92.8
2021,12,10,0.27,0.74,0.19,6.78,0.02,0.02,-2.0,-2.52,-2.26,-2.23,3.25,97.32,3.61,99.18,6.02,7.39,4.6,2.79,122.1
2021,12,11,0.19,0.7,0.13,6.98,0.01,0.01,-0.22,-0.49,-0.36,-0.77,3.7,98.26,6.18,99.37,1.79,4.25,0.18,4.07,134.6
2021,12,12,0.22,0.75,0.16,6.49,0.01,0.01,-5.14,-5.73,-5.43,-5.91,2.48,98.57,0.27,100.31,1.87,2.24,1.07,1.17,296.4
2021,12,13,0.28,0.73,0.2,6.38,0.02,0.01,-7.71,-8.24,-7.97,-9.61,1.99,99.47,0.17,100.72,1.65,2.31,0.68,1.63,7.1
2021,12,14,0.35,0.77,0.25,6.6,0.02,0.02,-7.16,-7.78,-7.47,-7.76,2.06,99.15,1.28,100.61,3.09,4.63,0.6,4.03,194.8
2021,12,15,0.37,0.71,0.27,6.62,0.02,0.02,-0.08,-0.3,-0.19,-0.27,3.71,98.49,1.2,100.39,3.64,5.19,2.32,2.87,241.5
2021,12,16,0.27,0.76,0.19,6.99,0.02,0.02,1.08,0.9,0.99,0.59,4.07,98.59,1.96,99.96,4.94,5.26,4.64,0.62,275.4
2021,12,17,0.44,0.78,0.32,6.44,0.02,0.02,0.25,-0.01,0.12,0.0,3.8,98.07,0.74,100.2,4.32,4.91,3.25,1.66,317.9
2021,12,18,0.25,0.75,0.18,6.77,0.01,0.01,0.02,-0.25,-0.11,-0.23,3.74,98.29,3.58,100.13,3.95,5.37,3.03,2.34,285.5
2021,12,19,0.46,0.76,0.34,7.05,0.02,0.02,0.59,0.12,0.35,0.2,3.91,96.65,1.72,98.29,5.93,6.78,4.93,1.85,301.1
2021,12,20,0.47,0.83,0.34,6.35,0.02,0.01,-5.04,-7.25,-6.15,-5.47,2.3,86.02,0.55,98.98,5.11,6.33,4.01,2.32,349.8
2021,12,21,0.42,0.84,0.31,5.63,0.02,0.01,-9.14,-11.41,-10.28,-9.71,1.52,86.2,0.63,99.9,3.56,4.94,2.18,2.76,331.5
2021,12,22,0.64,0.85,0.48,5.1,0.03,0.02,-10.17,-11.45,-10.81,-10.62,1.49,93.32,0.14,100.51,3.07,4.01,1.79,2.22,315.9
2021,12,23,0.28,0.75,0.2,5.81,0.02,0.02,-7.73,-8.68,-8.21,-8.17,1.95,96.37,0.81,99.65,4.55,5.97,1.88,4.09,213.7
2021,12,24,0.16,0.69,0.12,6.37,0.01,0.01,-5.03,-5.89,-5.46,-5.15,2.49,96.68,2.86,97.51,4.63,5.89,3.88,2.01,203.8
2021,12,25,0.38,0.8,0.28,5.62,0.02,0.02,-7.13,-7.94,-7.53,-7.42,2.08,97.15,0.39,98.17,5.0,6.54,3.87,2.67,267.7
2021,12,26,0.38,0.75,0.28,6.48,0.02,0.01,-5.75,-6.34,-6.05,-6.41,2.37,97.8,0.86,98.96,4.73,7.34,1.93,5.41,264.1
2021,12,27,0.35,0.83,0.25,6.15,0.02,0.02,-7.17,-7.8,-7.48,-7.35,2.06,98.85,0.22,99.95,2.74,3.34,2.3,1.04,228.3
2021,12,28,0.61,0.86,0.44,5.66,0.03,0.02,-9.68,-10.63,-10.16,-9.75,1.61,96.46,0.17,100.02,4.88,6.47,2.54,3.93,147.7
2021,12,29,0.56,0.78,0.4,5.41,0.03,0.02,-11.33,-12.6,-11.96,-11.69,1.37,93.65,0.04,99.47,4.62,5.7,3.62,2.08,140.8
2021,12,30,0.24,0.66,0.17,6.24,0.01,0.01,-6.09,-6.65,-6.37,-6.19,2.35,98.36,2.38,99.26,3.41,3.74,2.98,0.76,193.2
2021,12,31,0.24,0.7,0.17,6.92,0.01,0.01,0.78,0.84,0.81,0.31,4.1,99.82,4.53,98.7,3.52,4.13,2.93,1.2,254.9
2022,1,1,0.41,0.82,0.28,6.09,0.02,0.02,-0.15,-0.57,-0.36,-0.7,3.75,97.47,1.06,99.22,4.93,7.31,2.38,4.93,312.3
2022,1,2,0.19,0.74,0.13,6.36,0.01,0.01,-3.65,-4.3,-3.97,-4.77,2.83,97.0,13.6,99.42,3.86,6.09,0.64,5.45,182.7
2022,1,3,0.27,0.76,0.18,7.11,0.01,0.01,1.17,1.1,1.13,0.68,4.22,99.28,8.44,97.72,4.07,5.0,2.85,2.15,271.5
2022,1,4,0.37,0.73,0.25,7.07,0.02,0.02,1.46,1.43,1.44,1.04,4.32,99.43,4.02,97.82,3.69,4.65,2.61,2.04,223.8
2022,1,5,0.61,0.84,0.41,6.63,0.03,0.02,-0.06,-0.47,-0.26,-0.42,3.78,97.26,3.55,97.43,3.35,5.23,0.95,4.28,250.2
2022,1,6,0.42,0.83,0.27,6.66,0.02,0.02,-1.86,-2.63,-2.24,-2.18,3.23,95.53,1.45,98.08,4.52,5.52,3.55,1.97,272.0
2022,1,7,0.65,0.89,0.42,5.78,0.03,0.02,-5.12,-5.93,-5.53,-5.71,2.45,96.6,0.26,99.44,4.14,5.41,3.14,2.27,255.9
2022,1,8,0.78,0.93,0.5,5.56,0.03,0.02,-5.53,-6.67,-6.1,-5.9,2.28,94.6,0.09,99.43,4.42,5.24,3.54,1.7,183.7
2022,1,9,0.48,0.89,0.3,6.08,0.02,0.02,-7.24,-7.71,-7.48,-7.74,2.1,98.0,0.1,99.06,2.49,3.42,1.54,1.88,140.3
2022,1,10,0.74,0.92,0.46,5.75,0.03,0.02,-7.78,-8.24,-8.01,-8.2,1.99,98.64,0.07,100.22,2.73,3.33,2.38,0.95,26.4
2022,1,11,0.99,1.06,0.6,5.3,0.04,0.02,-11.15,-11.84,-11.49,-12.17,1.47,96.68,0.11,101.48,2.74,3.45,1.77,1.68,40.3
2022,1,12,0.88,1.09,0.53,5.27,0.04,0.03,-13.23,-13.63,-13.43,-15.49,1.23,97.61,0.1,101.37,1.77,3.21,0.4,2.81,230.8
2022,1,13,0.34,0.93,0.2,6.5,0.02,0.02,-1.55,-1.66,-1.61,-1.83,3.42,99.53,1.64,99.78,5.44,6.32,3.6,2.72,259.8
2022,1,14,0.59,1.04,0.34,6.95,0.03,0.02,1.67,0.11,0.89,1.09,3.94,89.54,1.69,98.42,9.17,10.96,6.46,4.5,293.8
2022,1,15,0.36,1.08,0.21,7.02,0.02,0.02,-0.27,-2.03,-1.15,-0.63,3.29,87.96,0.25,99.51,6.87,8.27,3.96,4.31,313.6
2022,1,16,0.42,1.05,0.23,6.4,0.02,0.02,-2.59,-3.71,-3.15,-2.88,2.89,93.23,1.77,99.56,4.23,5.58,2.73,2.85,245.3
2022,1,17,0.5,1.07,0.28,6.6,0.03,0.02,-1.13,-2.93,-2.03,-1.46,3.17,88.16,4.61,97.67,9.19,12.11,6.17,5.94,294.4
2022,1,18,1.04,1.23,0.56,5.49,0.04,0.04,-3.43,-5.04,-4.23,-3.91,2.59,90.1,0.12,100.15,5.18,7.5,2.56,4.94,322.9
2022,1,19,0.36,1.08,0.19,6.48,0.02,0.02,-1.89,-2.33,-2.11,-1.96,3.23,98.1,0.38,99.79,4.55,5.33,3.52,1.81,234.1
2022,1,20,0.47,1.17,0.24,6.64,0.02,0.02,-1.6,-2.66,-2.13,-1.78,3.2,93.58,3.55,97.67,7.0,9.52,5.48,4.04,232.3
2022,1,21,0.45,1.23,0.23,6.89,0.03,0.02,-1.72,-3.08,-2.4,-2.07,3.09,91.39,3.69,97.84,8.09,9.9,6.09,3.81,303.4
2022,1,22,0.6,1.21,0.3,6.69,0.03,0.02,-3.89,-4.91,-4.4,-4.14,2.63,94.95,0.85,99.34,5.34,6.18,4.15,2.03,332.6
2022,1,23,0.78,1.33,0.38,5.78,0.04,0.04,-7.29,-8.57,-7.93,-8.9,1.93,93.69,0.08,100.93,2.52,3.95,1.09,2.86,38.3
2022,1,24,0.71,1.29,0.34,6.02,0.04,0.03,-7.59,-8.43,-8.01,-7.9,1.98,97.16,0.55,101.3,3.86,4.36,2.9,1.46,212.1
2022,1,25,0.47,1.25,0.22,6.55,0.03,0.03,-1.13,-1.36,-1.24,-1.38,3.45,99.03,1.61,100.23,3.8,4.42,3.1,1.32,282.9
2022,1,26,0.52,1.43,0.24,6.4,0.03,0.03,-4.18,-4.92,-4.55,-4.65,2.62,97.23,1.32,99.96,2.53,4.37,0.79,3.58,238.2
2022,1,27,0.45,1.26,0.2,7.07,0.03,0.03,0.15,-0.15,0.0,-0.17,3.82,97.85,4.58,98.63,5.45,7.19,3.67,3.52,236.7
2022,1,28,0.63,1.42,0.27,7.11,0.04,0.04,-0.03,-0.56,-0.3,-0.32,3.73,96.21,3.96,98.0,6.8,8.67,4.86,3.81,285.9
2022,1,29,1.23,1.48,0.53,6.14,0.05,0.04,-2.36,-3.36,-2.86,-2.69,3.01,94.33,6.24,98.96,5.61,9.45,2.86,6.59,238.6
2022,1,30,0.92,1.54,0.39,6.94,0.05,0.06,0.15,-0.54,-0.19,-0.21,3.8,95.12,5.93,96.38,7.22,9.28,4.98,4.3,256.4
2022,1,31,0.55,1.54,0.22,6.7,0.03,0.04,-3.3,-4.32,-3.81,-3.67,2.81,94.79,2.65,97.52,5.97,8.41,3.66,4.75,305.7
2022,2,1,0.55,1.58,0.22,6.51,0.03,0.03,-4.95,-5.67,-5.31,-5.31,2.51,97.66,1.14,98.09,3.69,4.6,2.95,1.65,259.8
2022,2,2,0.44,1.25,0.17,6.7,0.03,0.03,-5.37,-6.03,-5.7,-5.61,2.45,98.26,1.28,97.89,3.25,4.1,2.74,1.36,98.8
2022,2,3,1.09,1.76,0.42,6.26,0.06,0.07,-6.49,-7.19,-6.84,-8.04,2.2,97.46,0.09,99.44,2.57,3.38,1.4,1.98,298.8
2022,2,4,0.85,1.64,0.32,6.26,0.05,0.07,-6.46,-7.05,-6.76,-6.63,2.25,98.59,1.38,99.35,4.55,5.55,2.61,2.94,153.8
2022,2,5,0.73,1.56,0.27,6.99,0.05,0.06,-0.57,-0.93,-0.75,-0.77,3.63,97.85,3.95,98.37,6.01,7.58,4.85,2.73,228.5
2022,2,6,0.58,1.59,0.21,6.96,0.04,0.05,0.19,-0.15,0.02,-0.07,3.84,97.44,5.24,98.12,5.97,6.73,5.01,1.72,219.0
2022,2,7,0.9,1.8,0.32,6.77,0.05,0.06,0.0,-0.42,-0.21,-0.29,3.79,97.04,4.53,97.46,5.38,7.05,3.85,3.2,248.5
2022,2,8,0.84,1.81,0.29,6.6,0.05,0.05,-0.85,-1.49,-1.17,-1.21,3.46,96.2,2.05,98.95,4.57,6.52,3.13,3.39,266.2
2022,2,9,0.93,1.95,0.31,6.69,0.05,0.07,0.62,0.27,0.45,0.28,3.91,97.44,3.18,99.34,4.91,6.45,3.98,2.47,268.1
2022,2,10,1.32,1.91,0.44,6.67,0.07,0.1,0.9,0.27,0.59,0.33,3.91,95.53,1.79,99.42,4.9,6.71,2.2,4.51,270.4
2022,2,11,1.11,1.97,0.36,6.87,0.05,0.07,0.03,-0.69,-0.33,-0.34,3.64,95.22,0.88,99.48,3.41,4.4,2.12,2.28,275.8
2022,2,12,2.03,2.15,0.64,5.57,0.09,0.1,-2.17,-3.63,-2.9,-2.64,2.89,91.63,0.47,100.63,4.23,6.24,3.02,3.22,277.4
2022,2,13,1.85,2.15,0.57,5.59,0.09,0.13,-2.98,-4.51,-3.74,-3.51,2.71,91.36,0.0,100.38,5.08,6.67,3.95,2.72,212.1
2022,2,14,1.98,2.22,0.6,5.96,0.1,0.15,-1.86,-2.93,-2.39,-2.19,3.09,94.12,0.04,99.6,5.13,6.14,4.62,1.52,200.5
2022,2,15,1.93,2.07,0.57,6.4,0.1,0.14,-0.58,-1.2,-0.89,-0.71,3.54,96.53,0.4,99.41,4.91,6.19,3.57,2.62,184.1
2022,2,16,1.6,2.16,0.46,6.7,0.1,0.16,1.16,0.76,0.96,0.88,4.09,97.22,2.98,98.62,5.47,8.41,2.94,5.47,185.0
2022,2,17,1.2,2.12,0.34,7.1,0.07,0.12,2.53,1.67,2.1,2.03,4.48,94.07,10.25,96.12,8.54,9.62,6.97,2.65,224.6
2022,2,18,1.26,2.41,0.35,6.92,0.07,0.1,1.69,0.23,0.96,1.29,3.97,90.22,1.58,97.61,6.48,7.82,5.31,2.51,260.0
2022,2,19,0.92,2.34,0.25,7.17,0.05,0.09,2.55,1.01,1.78,2.01,4.23,89.55,10.77,97.13,10.09,11.75,6.82,4.93,242.5
2022,2,20,1.38,2.27,0.37,6.77,0.07,0.08,1.06,0.28,0.67,0.88,3.94,94.56,1.17,98.46,5.57,6.91,3.85,3.06,242.6
2022,2,21,0.63,2.25,0.17,6.87,0.04,0.05,1.72,1.13,1.43,1.36,4.28,95.82,8.13,97.17,5.88,7.35,4.03,3.32,209.0
2022,2,22,0.96,2.5,0.25,6.88,0.06,0.07,0.16,-1.39,-0.62,-0.03,3.52,89.91,1.87,97.83,7.64,9.42,4.03,5.39,255.8
2022,2,23,1.12,2.14,0.28,6.61,0.06,0.09,-1.12,-1.61,-1.37,-1.37,3.43,95.88,1.26,99.12,2.81,4.33,1.66,2.67,210.8
2022,2,24,1.31,2.77,0.33,6.59,0.07,0.12,-0.15,-1.4,-0.77,-0.14,3.44,92.31,0.12,99.98,3.99,6.95,1.57,5.38,196.9
2022,2,25,1.45,2.59,0.35,6.71,0.08,0.14,0.57,-0.88,-0.16,0.29,3.6,90.51,1.58,99.18,5.6,7.24,3.66,3.58,223.5
2022,2,26,1.67,2.76,0.4,6.57,0.08,0.1,0.34,-0.39,-0.03,0.08,3.69,94.82,0.21,100.68,3.39,4.45,2.16,2.29,305.8
2022,2,27,2.92,3.06,0.68,5.1,0.13,0.21,-2.72,-5.25,-3.99,-2.45,2.5,85.18,0.08,101.75,3.2,4.41,2.51,1.9,31.1
2022,2,28,3.07,3.14,0.71,5.1,0.14,0.22,-2.72,-5.8,-4.26,-2.86,2.39,82.28,0.0,101.87,1.56,2.45,0.19,2.26,34.1
2022,3,1,3.07,3.17,0.69,5.38,0.14,0.22,-2.17,-4.7,-3.43,-2.7,2.63,84.44,0.0,101.5,2.24,2.66,1.72,0.94,8.8
2022,3,2,2.08,2.85,0.46,6.19,0.11,0.19,-0.78,-3.95,-2.37,-2.15,2.82,81.53,0.0,100.56,1.42,2.4,0.22,2.18,4.3
2022,3,3,1.6,3.0,0.35,6.49,0.08,0.15,-1.32,-2.82,-2.07,-1.16,3.1,90.12,0.14,99.71,2.19,2.82,1.89,0.93,348.9
2022,3,4,1.17,3.2,0.25,6.82,0.07,0.12,-0.8,-2.6,-1.7,-0.83,3.14,89.03,0.53,100.02,3.23,4.75,1.95,2.8,20.5
2022,3,5,2.0,3.47,0.42,5.97,0.1,0.19,-2.38,-5.49,-3.94,-2.58,2.49,81.52,0.03,100.47,2.37,3.61,0.82,2.79,23.4
2022,3,6,3.05,3.48,0.63,6.05,0.15,0.33,-3.15,-5.65,-4.4,-3.55,2.48,84.37,0.07,100.2,2.65,3.9,0.84,3.06,289.8
