-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2022 in LST
Location: latitude  56.9474   longitude 24.1069 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 42.62 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN               MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M
2020,6,21,5.3,7.74,0.46,9.25,0.35,1.63,18.92,15.96,17.44,19.02,11.25,83.7,4.86,101.08,5.03,5.86,3.52,2.34,68.7
2020,6,22,7.21,8.07,0.63,8.63,0.44,1.9,19.07,14.86,16.96,19.27,10.47,77.8,0.07,101.06,2.73,3.75,1.99,1.76,70.8
2020,6,23,6.69,8.17,0.58,8.33,0.42,1.84,19.52,15.0,17.26,19.42,10.53,76.4,0.02,101.4,2.63,3.1,2.21,0.89,63.1
2020,6,24,7.85,8.3,0.68,8.28,0.46,1.94,20.27,14.04,17.16,19.94,9.85,68.54,0.0,101.96,2.26,2.91,1.29,1.62,26.7
2020,6,25,7.93,8.13,0.69,8.29,0.47,1.98,21.68,15.11,18.4,21.19,10.54,67.31,0.0,102.21,1.08,2.53,0.16,2.37,137.1
2020,6,26,7.55,7.9,0.66,8.56,0.44,1.84,22.09,15.96,19.03,21.76,11.19,69.19,0.0,101.86,2.79,3.91,1.66,2.25,173.9
2020,6,27,7.52,8.04,0.66,8.73,0.45,2.01,22.92,17.55,20.24,22.57,12.49,72.67,0.35,100.95,3.27,4.02,2.01,2.01,171.0
2020,6,28,6.64,7.78,0.58,9.1,0.42,1.8,22.78,17.68,20.23,22.82,12.62,74.09,0.53,100.44,1.39,1.94,0.57,1.37,73.9
2020,6,29,5.16,7.47,0.45,9.12,0.33,1.55,21.53,17.88,19.71,21.41,12.83,80.2,6.91,100.24,2.62,3.66,0.67,2.99,226.4
2020,6,30,4.48,7.67,0.39,8.72,0.3,1.51,17.48,14.09,15.79,18.16,10.16,81.56,40.94,99.52,7.74,10.23,3.62,6.61,267.4
2020,7,1,4.03,7.69,0.35,8.71,0.28,1.21,16.49,12.71,14.6,17.14,9.22,79.35,3.08,99.72,8.56,11.05,5.34,5.71,230.7
2020,7,2,5.24,7.54,0.46,8.39,0.33,1.31,17.19,13.98,15.59,17.74,10.03,82.17,2.43,100.08,4.97,6.67,4.08,2.59,225.5
2020,7,3,5.66,7.65,0.5,8.3,0.36,1.48,17.0,13.3,15.15,17.42,9.51,80.03,0.59,100.55,3.9,5.29,2.15,3.14,236.6
2020,7,4,5.23,7.82,0.46,8.77,0.35,1.49,16.99,13.55,15.27,17.22,9.69,80.89,0.82,100.63,5.53,8.39,3.15,5.24,224.1
2020,7,5,2.62,7.03,0.23,9.41,0.2,0.92,18.87,16.63,17.75,18.72,11.86,87.2,7.49,100.03,7.09,8.19,5.1,3.09,216.3
2020,7,6,4.0,7.37,0.36,8.99,0.28,1.3,17.71,12.94,15.32,17.71,9.43,75.02,1.21,99.82,7.05,8.46,5.08,3.38,230.6
2020,7,7,5.1,8.0,0.46,8.2,0.35,1.45,15.5,11.24,13.37,15.79,8.32,76.51,0.48,100.21,5.59,7.32,3.42,3.9,241.8
2020,7,8,5.09,7.82,0.46,7.97,0.33,1.27,13.69,10.11,11.9,14.16,7.7,79.41,2.59,100.41,5.28,7.25,4.03,3.22,235.6
2020,7,9,5.73,8.03,0.51,7.89,0.36,1.32,14.02,9.55,11.79,14.62,7.4,76.04,0.91,100.73,4.72,6.33,2.21,4.12,240.2
2020,7,10,2.11,7.13,0.19,8.67,0.16,0.59,14.92,12.44,13.68,15.35,9.01,85.3,5.47,100.52,3.18,5.84,0.6,5.24,152.3
2020,7,11,5.41,7.74,0.49,8.51,0.35,1.5,15.98,12.08,14.03,16.18,8.86,78.6,7.49,100.59,8.27,11.91,3.4,8.51,239.4
2020,7,12,5.46,7.64,0.49,8.06,0.35,1.42,15.02,10.76,12.89,15.48,7.97,76.77,0.49,101.31,3.71,4.72,2.98,1.74,249.4
2020,7,13,6.21,7.75,0.56,7.84,0.37,1.47,15.12,10.3,12.71,15.6,7.74,74.68,0.19,101.23,3.37,4.3,2.11,2.19,277.0
2020,7,14,6.31,7.63,0.58,7.97,0.38,1.53,15.7,10.69,13.2,16.21,7.95,73.37,0.06,101.15,2.5,3.04,1.91,1.13,310.7
2020,7,15,6.99,7.82,0.64,7.74,0.42,1.67,16.76,10.34,13.55,16.93,7.81,66.72,0.0,100.93,1.97,2.45,1.28,1.17,53.4
2020,7,16,6.81,7.72,0.63,8.03,0.41,1.66,17.72,12.08,14.9,17.67,8.76,70.37,0.0,100.81,2.05,3.13,0.3,2.83,11.4
2020,7,17,6.89,7.6,0.64,8.18,0.41,1.63,18.8,14.02,16.41,18.93,9.91,75.17,0.01,101.16,2.69,3.15,2.0,1.15,1.2
2020,7,18,6.63,7.6,0.61,8.45,0.4,1.56,20.47,14.78,17.62,20.29,10.38,71.09,0.09,101.53,1.64,2.74,1.0,1.74,11.9
2020,7,19,5.15,6.97,0.48,8.55,0.33,1.41,20.4,15.37,17.89,19.9,10.79,73.44,0.23,101.4,1.72,2.49,1.24,1.25,102.0
2020,7,20,6.06,6.95,0.57,8.76,0.36,1.48,20.78,16.12,18.45,20.71,11.4,75.49,1.12,100.86,2.28,2.62,1.82,0.8,183.3
2020,7,21,4.35,7.07,0.41,8.81,0.29,1.23,18.23,14.03,16.13,18.68,10.06,77.45,2.35,100.57,5.18,7.36,2.88,4.48,273.6
2020,7,22,4.93,7.46,0.47,7.91,0.33,1.27,14.75,10.96,12.85,15.15,8.15,78.32,3.8,100.51,6.45,8.24,4.95,3.29,282.4
2020,7,23,5.12,7.45,0.49,7.95,0.34,1.32,14.3,9.49,11.9,14.73,7.39,74.19,2.03,100.46,5.55,6.67,3.64,3.03,263.2
2020,7,24,3.93,7.23,0.38,8.43,0.28,1.11,14.43,11.28,12.86,14.99,8.36,82.81,6.82,100.35,6.26,7.44,4.9,2.54,219.8
2020,7,25,4.7,6.88,0.45,8.62,0.31,1.2,16.45,13.01,14.73,16.68,9.36,80.96,2.51,100.39,4.68,7.07,0.62,6.45,234.3
2020,7,26,6.67,7.4,0.64,7.92,0.4,1.6,17.22,12.52,14.87,17.19,9.05,74.93,0.04,101.11,3.31,4.78,0.62,4.16,132.7
2020,7,27,5.23,6.67,0.51,8.8,0.32,1.38,19.57,16.09,17.83,19.75,11.39,81.29,5.95,101.1,2.68,4.79,0.75,4.04,146.5
2020,7,28,5.4,6.7,0.53,9.03,0.33,1.38,20.08,16.88,18.48,20.04,11.97,82.98,9.25,100.68,1.61,3.21,0.09,3.12,185.7
2020,7,29,4.38,6.83,0.43,8.96,0.29,1.28,18.07,14.13,16.1,18.04,10.18,79.22,11.26,100.35,6.03,8.13,2.29,5.84,253.7
2020,7,30,4.18,7.08,0.41,8.6,0.29,1.17,15.53,12.63,14.08,15.96,9.1,83.44,4.73,100.43,8.16,10.31,6.7,3.61,239.6
2020,7,31,3.36,6.88,0.33,8.61,0.25,1.01,16.63,14.13,15.38,16.92,10.05,85.69,5.16,100.38,4.83,6.48,2.75,3.73,283.4
2020,8,1,6.11,6.92,0.61,7.96,0.36,1.35,16.66,12.59,14.63,17.04,9.07,77.77,0.23,100.93,4.13,5.82,2.01,3.81,3.7
2020,8,2,5.99,7.05,0.6,7.76,0.37,1.53,17.01,12.35,14.68,17.51,8.92,75.08,0.0,100.85,2.42,3.36,1.54,1.82,195.9
2020,8,3,3.29,6.4,0.33,8.61,0.23,0.97,17.15,14.48,15.82,17.08,10.29,84.49,3.03,100.53,2.95,4.07,1.02,3.05,206.9
2020,8,4,2.35,5.95,0.24,8.88,0.17,0.75,17.64,16.6,17.12,17.49,11.79,93.57,17.53,100.39,2.77,4.1,1.53,2.57,173.4
2020,8,5,5.63,6.65,0.58,8.29,0.34,1.36,17.39,13.53,15.46,17.55,9.6,79.26,0.04,101.16,3.24,3.83,2.8,1.03,284.8
2020,8,6,5.72,6.72,0.59,8.2,0.35,1.34,18.03,13.25,15.64,17.97,9.42,74.79,0.0,101.95,3.56,4.68,2.48,2.2,241.5
2020,8,7,6.6,6.76,0.69,8.26,0.39,1.54,19.76,14.01,16.89,19.53,9.81,70.86,0.0,102.25,2.07,2.83,1.45,1.38,309.9
2020,8,8,5.68,6.62,0.6,8.66,0.35,1.4,20.45,15.75,18.1,20.48,11.03,75.39,0.02,101.95,1.7,2.5,0.89,1.61,44.7
2020,8,9,6.04,6.52,0.64,8.73,0.36,1.37,21.75,17.16,19.46,21.59,12.08,76.02,0.19,101.54,1.56,2.35,0.67,1.68,40.1
2020,8,10,5.81,6.49,0.62,8.42,0.35,1.43,19.74,15.7,17.72,19.78,11.06,78.62,0.05,101.45,3.97,6.19,1.81,4.38,352.6
2020,8,11,6.06,6.64,0.65,7.7,0.36,1.41,16.6,11.56,14.08,17.06,8.38,73.61,0.0,101.73,4.1,5.71,2.48,3.23,16.3
2020,8,12,3.9,6.05,0.42,8.35,0.24,0.97,15.54,9.96,12.75,15.97,7.52,70.23,0.01,101.78,2.7,4.65,1.03,3.62,11.3
2020,8,13,3.2,6.34,0.35,8.58,0.23,0.94,15.4,11.3,13.35,15.39,8.32,76.8,2.36,101.36,2.2,3.01,1.2,1.81,213.3
2020,8,14,4.89,6.23,0.54,8.28,0.31,1.25,17.67,13.18,15.43,17.29,9.38,75.97,0.02,101.14,2.16,3.25,0.43,2.82,229.2
2020,8,15,5.81,6.09,0.65,8.24,0.34,1.34,19.92,14.09,17.0,18.92,9.98,69.67,0.01,101.17,1.34,2.39,0.03,2.36,297.2
2020,8,16,6.17,6.26,0.69,8.16,0.36,1.41,20.35,15.19,17.77,19.86,10.73,73.85,0.0,101.06,3.17,3.86,1.95,1.91,278.2
2020,8,17,6.22,6.29,0.7,8.02,0.36,1.45,18.54,13.05,15.79,18.58,9.37,72.32,0.02,100.98,3.1,3.57,2.44,1.13,354.9
2020,8,18,5.71,6.04,0.65,7.72,0.33,1.31,16.82,11.29,14.06,17.04,8.33,71.51,0.0,100.73,2.85,3.54,1.98,1.56,95.7
2020,8,19,5.25,5.82,0.61,8.27,0.31,1.21,18.03,13.29,15.67,18.22,9.53,75.55,0.01,100.47,4.31,5.85,3.34,2.51,81.8
2020,8,20,4.8,5.65,0.56,8.65,0.29,1.17,18.72,14.7,16.71,18.96,10.4,78.7,0.13,100.74,3.3,4.67,1.89,2.78,127.3
2020,8,21,5.08,5.73,0.6,8.77,0.31,1.16,19.84,16.06,17.95,20.1,11.31,80.07,0.42,101.09,3.19,5.9,2.4,3.5,136.6
2020,8,22,2.91,5.34,0.35,9.18,0.2,0.88,18.66,16.58,17.62,18.75,11.75,88.17,12.2,100.88,6.62,8.93,5.37,3.56,161.3
2020,8,23,3.64,4.95,0.44,8.8,0.22,0.99,18.81,16.45,17.63,18.75,11.7,86.81,3.7,100.35,4.41,5.6,2.94,2.66,232.4
2020,8,24,4.42,5.64,0.54,8.12,0.27,1.08,17.11,13.56,15.33,17.23,9.71,80.75,1.49,100.3,5.75,6.93,4.22,2.71,236.6
2020,8,25,2.86,5.17,0.35,8.23,0.19,0.81,15.12,13.31,14.21,15.57,9.55,89.08,6.06,100.32,3.94,4.8,2.17,2.63,232.7
2020,8,26,3.48,5.36,0.43,8.17,0.23,0.88,14.67,11.84,13.25,15.22,8.71,83.96,1.78,99.95,4.34,4.91,3.45,1.46,198.5
2020,8,27,2.04,5.14,0.25,8.76,0.15,0.58,15.27,12.61,13.94,15.87,9.18,84.52,1.84,99.72,3.92,6.17,0.93,5.24,25.4
2020,8,28,4.76,5.55,0.6,7.54,0.28,0.91,14.63,8.58,11.61,14.95,6.94,68.49,0.01,100.4,2.5,3.62,1.04,2.58,1.3
2020,8,29,1.1,4.53,0.14,8.33,0.09,0.3,13.31,10.92,12.12,13.46,8.28,85.75,15.61,100.3,5.08,7.4,1.94,5.46,142.7
2020,8,30,2.46,4.81,0.32,8.56,0.17,0.63,16.35,13.83,15.09,16.31,9.87,85.87,0.41,100.31,4.83,6.67,1.55,5.12,227.0
2020,8,31,0.95,4.75,0.12,8.4,0.08,0.27,14.6,12.52,13.56,14.67,9.04,87.51,5.17,100.4,3.17,4.46,1.58,2.88,339.4
2020,9,1,4.4,5.34,0.58,7.57,0.26,0.92,14.2,11.03,12.62,14.88,8.13,82.17,0.75,101.25,2.92,4.52,1.6,2.92,8.7
2020,9,2,2.15,4.45,0.29,8.68,0.15,0.57,14.88,13.29,14.09,15.06,9.46,90.5,1.17,101.34,5.42,7.38,3.48,3.9,91.1
2020,9,3,2.87,4.95,0.39,8.56,0.19,0.7,16.45,13.86,15.15,16.41,9.82,85.57,1.98,101.11,4.25,5.88,2.48,3.4,187.2
2020,9,4,3.26,4.8,0.45,8.51,0.2,0.73,16.09,13.11,14.6,16.23,9.35,83.72,1.1,101.12,5.83,6.71,4.6,2.11,203.4
2020,9,5,3.47,4.73,0.48,8.41,0.22,0.82,15.71,13.33,14.52,15.91,9.51,86.76,5.04,100.76,5.66,7.47,3.67,3.8,211.5
2020,9,6,3.36,4.82,0.47,8.14,0.21,0.78,14.45,11.79,13.12,14.74,8.59,84.89,1.36,100.73,4.46,5.96,3.43,2.53,238.2
2020,9,7,3.0,4.6,0.43,7.79,0.19,0.66,13.12,11.12,12.12,13.54,8.19,88.07,4.33,101.11,4.19,5.58,2.54,3.04,225.3
2020,9,8,1.47,4.32,0.21,7.99,0.11,0.34,13.47,11.72,12.59,13.7,8.58,89.44,8.06,100.74,7.37,11.33,3.71,7.62,241.8
2020,9,9,3.22,4.57,0.47,8.24,0.2,0.7,15.12,12.48,13.8,15.27,9.01,85.28,3.29,100.56,7.06,9.65,5.35,4.3,241.1
2020,9,10,3.56,4.83,0.53,7.82,0.22,0.8,13.95,10.07,12.01,14.03,7.82,78.48,3.4,100.13,8.55,11.01,5.15,5.86,277.2
2020,9,11,2.98,4.27,0.45,7.33,0.18,0.59,12.02,8.44,10.23,12.15,6.83,79.69,0.03,101.15,4.75,6.33,3.93,2.4,243.3
2020,9,12,3.37,3.61,0.51,7.53,0.17,0.53,13.53,10.03,11.78,13.68,7.63,80.8,0.14,101.06,6.96,8.9,4.31,4.59,209.3
2020,9,13,2.81,4.49,0.43,8.11,0.19,0.66,14.39,10.21,12.3,14.46,7.74,77.18,0.84,101.01,8.25,9.73,6.57,3.16,256.1
2020,9,14,2.52,4.01,0.39,8.63,0.16,0.54,16.08,14.41,15.25,15.99,10.15,90.05,2.74,101.43,5.9,7.1,4.04,3.06,267.2
2020,9,15,2.73,4.01,0.43,8.41,0.16,0.58,16.59,14.28,15.44,16.29,10.01,86.79,0.47,101.74,3.56,5.49,0.11,5.38,262.0
2020,9,16,3.76,3.93,0.6,8.21,0.2,0.76,17.74,15.0,16.37,17.32,10.6,84.95,0.19,100.82,5.67,7.57,2.97,4.6,213.3
2020,9,17,2.4,4.29,0.39,8.23,0.16,0.62,12.08,8.01,10.05,12.52,6.67,76.34,4.15,100.74,11.35,14.54,7.21,7.33,319.6
2020,9,18,3.85,4.17,0.63,7.43,0.22,0.7,11.99,6.62,9.3,12.32,6.02,70.69,0.01,101.51,7.3,10.97,4.02,6.95,321.2
2020,9,19,3.79,4.07,0.63,7.08,0.21,0.66,11.95,8.43,10.19,12.12,6.83,80.23,0.07,101.6,4.8,7.37,2.65,4.72,318.8
2020,9,20,3.89,4.09,0.66,6.75,0.21,0.62,11.36,7.56,9.46,11.33,6.4,79.15,0.01,101.69,3.07,4.92,1.33,3.59,265.9
2020,9,21,1.78,3.15,0.31,8.03,0.11,0.34,13.96,11.59,12.78,13.99,8.45,86.4,0.36,101.15,5.69,6.6,4.93,1.67,241.1
2020,9,22,3.92,3.97,0.69,6.98,0.2,0.64,13.69,10.21,11.95,13.47,7.74,81.59,0.16,100.72,5.55,6.9,3.64,3.26,230.3
2020,9,23,3.51,3.55,0.63,7.69,0.19,0.6,15.19,12.61,13.9,14.87,9.13,85.4,0.08,100.38,5.06,6.49,4.1,2.39,182.8
2020,9,24,3.41,3.45,0.62,7.9,0.18,0.59,15.92,13.47,14.7,15.6,9.67,86.46,0.09,100.21,5.09,6.15,4.43,1.72,167.4
2020,9,25,3.19,3.3,0.59,8.04,0.17,0.51,16.31,13.92,15.11,16.05,9.95,86.41,0.28,100.11,4.88,6.22,3.91,2.31,146.5
2020,9,26,3.02,3.27,0.56,8.1,0.17,0.51,17.05,13.33,15.19,16.5,9.6,79.14,0.0,100.03,6.73,7.51,5.67,1.84,121.6
2020,9,27,3.16,3.17,0.6,7.88,0.17,0.49,16.17,12.55,14.36,15.72,9.04,80.19,0.0,100.58,6.4,7.47,5.18,2.29,99.1
2020,9,28,0.7,3.13,0.13,8.62,0.06,0.19,13.47,12.08,12.78,13.61,8.72,91.29,2.51,101.03,3.84,5.19,2.15,3.04,132.1
2020,9,29,2.99,3.44,0.59,7.49,0.17,0.5,12.51,9.52,11.01,12.77,7.33,83.12,0.12,101.38,2.31,3.32,0.86,2.46,143.7
2020,9,30,2.56,3.07,0.51,7.32,0.15,0.46,12.28,10.41,11.35,12.53,7.82,87.98,0.04,101.22,4.07,4.97,2.93,2.04,71.4
2020,10,1,2.44,2.69,0.5,7.48,0.13,0.39,12.57,9.57,11.07,12.67,7.39,83.35,0.03,100.96,5.1,6.03,4.1,1.93,102.6
2020,10,2,2.12,2.7,0.44,7.75,0.12,0.35,11.94,9.16,10.55,12.09,7.18,84.02,0.0,101.16,5.64,6.66,4.4,2.26,109.6
2020,10,3,1.17,2.57,0.25,8.57,0.08,0.25,12.67,10.73,11.7,12.88,7.99,88.38,1.63,101.1,7.08,8.13,5.34,2.79,118.3
2020,10,4,2.1,2.56,0.45,8.52,0.12,0.34,16.08,13.72,14.9,15.64,9.79,86.19,3.08,100.33,8.72,9.75,7.64,2.11,138.0
2020,10,5,1.39,2.85,0.3,8.54,0.09,0.26,15.75,14.03,14.89,15.48,9.96,89.88,0.48,100.73,5.03,7.86,3.11,4.75,158.8
2020,10,6,1.26,2.8,0.28,8.12,0.09,0.25,13.99,11.48,12.73,13.73,8.49,85.3,1.65,100.14,7.42,9.69,4.82,4.87,171.1
2020,10,7,2.62,2.81,0.59,7.41,0.14,0.38,13.27,10.55,11.91,13.3,7.94,84.59,0.66,100.49,4.75,5.51,3.15,2.36,166.9
2020,10,8,1.82,2.54,0.42,7.76,0.11,0.28,11.62,10.26,10.94,11.67,7.74,91.61,0.31,100.99,4.43,5.36,3.34,2.02,197.1
2020,10,9,1.25,2.51,0.29,7.89,0.08,0.23,10.41,9.27,9.84,10.68,7.26,92.86,1.71,100.89,6.08,8.61,3.84,4.77,193.7
2020,10,10,1.55,2.47,0.37,7.47,0.1,0.23,9.26,7.84,8.55,10.03,6.57,91.19,0.78,101.23,4.97,6.27,3.73,2.54,170.3
2020,10,11,0.95,2.27,0.23,8.12,0.07,0.16,11.58,8.88,10.23,11.36,7.07,84.17,4.59,101.08,2.02,3.97,0.54,3.43,284.4
2020,10,12,1.81,2.48,0.45,7.36,0.11,0.22,9.2,7.32,8.26,9.4,6.33,88.2,1.43,101.02,2.84,3.97,0.3,3.67,239.3
2020,10,13,1.87,2.47,0.48,7.47,0.11,0.22,9.17,7.34,8.26,9.57,6.34,88.61,2.34,101.04,2.89,4.72,1.77,2.95,353.9
2020,10,14,0.37,1.86,0.1,7.9,0.03,0.07,7.79,6.27,7.03,8.36,5.9,90.23,12.96,100.9,8.76,10.46,5.09,5.37,52.6
2020,10,15,0.58,2.27,0.15,7.87,0.05,0.11,6.56,5.13,5.85,7.17,5.46,90.74,6.51,100.82,5.61,7.78,3.09,4.69,46.1
2020,10,16,1.44,2.42,0.39,7.14,0.09,0.2,5.38,2.64,4.01,6.29,4.56,83.06,0.75,101.36,3.29,4.85,2.35,2.5,34.3
2020,10,17,1.35,2.42,0.37,6.63,0.08,0.19,4.13,0.19,2.16,4.85,3.82,76.56,0.05,101.24,2.05,3.72,1.17,2.55,191.7
2020,10,18,0.72,2.11,0.2,6.82,0.05,0.11,4.72,2.7,3.71,5.25,4.7,87.63,6.54,99.67,6.41,7.86,3.93,3.93,255.5
2020,10,19,1.68,2.34,0.49,6.86,0.09,0.17,5.55,1.92,3.74,6.04,4.37,77.92,1.0,100.32,8.3,11.62,5.99,5.63,274.8
2020,10,20,1.76,2.24,0.52,6.49,0.1,0.16,6.03,3.41,4.72,6.5,4.81,83.66,0.99,101.34,4.79,7.43,2.45,4.98,274.2
2020,10,21,0.6,1.55,0.18,7.51,0.04,0.08,6.77,6.11,6.44,7.33,5.89,95.64,2.76,100.64,5.5,6.42,4.64,1.78,177.4
2020,10,22,0.59,1.71,0.18,8.17,0.04,0.08,10.89,9.87,10.38,10.61,7.64,93.35,9.47,99.77,8.96,12.22,6.27,5.95,222.4
2020,10,23,0.75,1.76,0.24,8.19,0.05,0.11,10.95,9.68,10.32,10.7,7.52,91.97,2.71,99.89,7.57,10.61,3.76,6.85,248.7
2020,10,24,1.21,1.87,0.39,7.82,0.07,0.12,9.13,7.75,8.44,9.15,6.58,91.27,2.15,100.19,4.25,6.65,2.47,4.18,244.2
2020,10,25,0.9,1.61,0.3,7.31,0.06,0.11,8.82,8.01,8.41,8.89,6.66,94.6,0.42,100.71,5.05,6.46,3.97,2.49,209.6
2020,10,26,0.54,1.55,0.18,7.81,0.04,0.08,9.38,8.63,9.01,9.45,6.96,95.01,1.03,100.62,6.7,7.77,5.8,1.97,166.0
2020,10,27,0.23,1.29,0.08,8.06,0.02,0.03,10.97,10.23,10.6,10.7,7.76,95.11,4.18,100.4,6.71,8.1,5.56,2.54,175.7
2020,10,28,1.25,1.64,0.44,7.33,0.07,0.12,8.54,7.57,8.06,8.67,6.46,93.64,3.05,100.67,5.86,6.54,4.92,1.62,199.1
2020,10,29,0.45,1.41,0.16,7.95,0.03,0.06,8.77,8.12,8.44,8.78,6.71,95.53,1.9,100.56,3.62,5.99,2.29,3.7,198.0
2020,10,30,0.37,1.32,0.14,7.83,0.03,0.04,7.33,6.82,7.07,7.75,6.13,96.47,0.73,100.75,2.01,2.86,1.2,1.66,181.9
2020,10,31,0.62,1.34,0.23,7.29,0.04,0.05,7.41,6.63,7.02,7.81,5.99,94.83,0.37,101.74,2.23,3.7,1.45,2.25,70.3
2020,11,1,0.25,1.29,0.1,7.39,0.02,0.02,7.26,6.03,6.65,7.57,5.75,91.99,0.31,101.7,4.34,6.38,2.12,4.26,160.9
2020,11,2,0.87,1.33,0.35,6.95,0.05,0.08,5.99,4.83,5.41,6.5,5.35,92.42,1.7,100.81,8.1,9.54,6.06,3.48,163.6
2020,11,3,0.57,1.15,0.23,7.33,0.04,0.05,8.89,7.86,8.37,8.74,6.59,93.38,1.07,100.94,6.65,8.49,4.94,3.55,215.4
2020,11,4,0.47,1.35,0.19,7.36,0.03,0.04,7.04,6.35,6.7,7.39,5.89,95.4,0.9,101.62,6.24,7.66,4.74,2.92,213.1
2020,11,5,0.63,1.35,0.27,7.25,0.04,0.05,7.98,6.77,7.38,8.0,6.08,92.01,0.98,101.36,8.25,10.16,6.21,3.95,252.2
2020,11,6,1.25,1.35,0.54,6.91,0.06,0.08,9.64,8.66,9.15,9.4,6.9,93.52,0.36,101.43,6.13,6.86,5.08,1.78,280.1
2020,11,7,0.46,1.35,0.2,7.45,0.03,0.05,8.44,7.83,8.14,8.48,6.52,95.98,1.06,101.81,5.68,7.51,4.59,2.92,248.6
2020,11,8,0.71,1.28,0.32,7.04,0.04,0.07,7.22,5.62,6.42,6.89,5.68,89.78,1.23,101.65,5.53,7.34,2.44,4.9,301.6
2020,11,9,1.03,1.33,0.48,6.31,0.05,0.06,5.05,3.36,4.21,4.72,4.78,89.09,0.25,102.38,3.45,5.6,1.38,4.22,273.8
2020,11,10,0.68,1.26,0.33,7.36,0.04,0.05,5.57,3.95,4.76,4.99,4.93,89.49,0.23,102.71,2.1,3.14,0.85,2.29,314.6
2020,11,11,0.61,1.19,0.3,7.21,0.04,0.04,4.6,2.83,3.71,4.72,4.55,88.35,0.23,102.67,2.81,3.63,1.24,2.39,210.4
2020,11,12,0.39,1.08,0.2,7.29,0.02,0.03,3.6,2.24,2.92,4.14,4.38,90.97,0.18,102.3,4.34,5.16,3.21,1.95,160.3
2020,11,13,0.43,0.92,0.22,7.14,0.03,0.03,2.55,1.85,2.2,3.41,4.28,95.21,0.45,101.98,5.31,5.9,4.77,1.13,153.8
2020,11,14,0.24,0.99,0.13,7.14,0.02,0.02,1.6,0.89,1.24,2.57,4.0,95.17,0.28,101.67,3.61,4.44,2.96,1.48,149.7
2020,11,15,0.38,0.99,0.21,7.2,0.02,0.03,1.79,0.73,1.26,2.72,3.97,93.04,0.74,101.58,5.59,7.25,3.99,3.26,148.9
2020,11,16,0.31,0.85,0.17,7.54,0.02,0.02,2.88,2.16,2.52,3.55,4.41,95.16,1.68,101.28,7.89,8.22,7.6,0.62,151.3
2020,11,17,0.2,0.8,0.11,7.33,0.01,0.02,3.46,2.96,3.21,3.95,4.68,96.76,6.07,101.39,7.21,8.48,6.73,1.75,174.5
2020,11,18,0.33,0.83,0.19,7.58,0.02,0.03,8.67,8.02,8.35,8.22,6.67,95.62,8.06,101.06,9.08,11.03,7.53,3.5,215.8
2020,11,19,0.3,0.78,0.18,7.45,0.02,0.02,8.01,6.9,7.46,7.86,6.22,92.56,5.61,99.92,10.78,12.16,9.58,2.58,212.4
2020,11,20,0.93,1.03,0.57,6.1,0.04,0.04,3.04,1.14,2.09,3.41,4.12,87.48,1.28,100.73,6.82,9.62,4.25,5.37,266.3
2020,11,21,0.82,0.98,0.51,6.09,0.04,0.03,2.27,0.98,1.62,2.83,4.02,91.27,5.15,101.72,7.07,13.57,3.49,10.08,216.8
